title,creator,collection,objectid,filename,youtubeid,imagelink,publisher/publication,place,date,description,subject,,physical location,identifier,formatoriginal,type,format,language,rights,rightsstatement
Nez Perce National Historic Trail,US Forest Service,Nez Perce Ephemera Box,Nez-Perce-National-Historic-Trail,,,,,,,"Map of the Nez Perce National Historic Trail, showing the routes of the Nez Perce, General Howard, Colonel Gbbons, Colonel Sturgis, and Colonel Miles. In addition the dates of the battles and the location of the battlefiels are included.",Nez Perce War; battlefields; Nez Perce Trail,,Nez Perce File Drawers 1-3,Nez-Perce-National-Historic-Trail,Nez Perce Ephemera,record,listing,eng,,
General Management Plan: Nez Perce National Historic Park and Big Hole National Battlefield  ,,Nez Perce Ephemera Box,General-Management-Plan-Nez-Perce-National-Historic-Park-and-Big-Hole-National-Battlefield-,,,,,,1977,,Nez Perce Trail,,Nez Perce File Drawers 1-3,General-Management-Plan-Nez-Perce-National-Historic-Park-and-Big-Hole-National-Battlefield-,Nez Perce Ephemera,record,listing,eng,,
Nez Perce National Historic Trail Comprehensive Plan (draft),,Nez Perce Ephemera Box,Nez-Perce-National-Historic-Trail-Comprehensive-Plan-draft-,,,,,,1990,,Nez Perce Trail,,Nez Perce File Drawers 1-3,Nez-Perce-National-Historic-Trail-Comprehensive-Plan-draft-,Nez Perce Ephemera,record,listing,eng,,
"An Application to the National Register of Historic Places to add three sites to the Nez Perce National Park: Wallowa Lake, Camas Meadows and Bear Paws",,Nez Perce Ephemera Box,An-Application-to-the-National-Register-of-Historic-Places-to-add-three-sites-to-the-Nez-Perce-National-Park-Wallowa-Lake-Camas-Meadows-and-Bear-Paws,,,,,,,,Nez Perce Trail,,Nez Perce File Drawers 1-3,An-Application-to-the-National-Register-of-Historic-Places-to-add-three-sites-to-the-Nez-Perce-National-Park-Wallowa-Lake-Camas-Meadows-and-Bear-Paws,Nez Perce Ephemera,record,listing,eng,,
National Historic Trail Foundation Newsletters,,Nez Perce Ephemera Box,National-Historic-Trail-Foundation-Newsletters,,,,,,,,Nez Perce Trail,,Nez Perce File Drawers 1-3,National-Historic-Trail-Foundation-Newsletters,Nez Perce Ephemera,record,listing,eng,,
"Lolo Trail and Portals Resource Protection, Decision Notice and Finding of No Significant Impact",USDA Forest Service,Nez Perce Ephemera Box,Lolo-Trail-and-Portals-Resource-Protection-Decision-Notice-and-Finding-of-No-Significant-Impact,,,,,,6/1/2004,a study done to prepare for increased visitors during the bicentennial for the Lewis and Clark expedition. ,Nez Perce Trail,,Nez Perce File Drawers 1-3,Lolo-Trail-and-Portals-Resource-Protection-Decision-Notice-and-Finding-of-No-Significant-Impact,Nez Perce Ephemera,record,listing,eng,,
"Nez Perce, A Chronology Related to the 1877 War",,Nez Perce Ephemera Box,Nez-Perce-A-Chronology-Related-to-the-1877-War,,,,,,9/22/1916,"A chronology of the Nez Perce, largely with respect to the Nez Perce War of 1877. From Circa 1786 - September 21, 1904. Includes a list of people involved in the war, a count of casualties on both sides, and a more detailed chronology of the events that happened in Yellowstone National Park,",Old Chief Joseph; Young Chief Joseph; Nez Perce War; White Bird; Yellow Bull; Looking Glass; Toohoolhoolzote;,,Nez Perce File Drawers 1-3,Nez-Perce-A-Chronology-Related-to-the-1877-War,Nez Perce Ephemera,record,listing,eng,,
The Nimiipu: The Nez Perce War of 1877,Diane Neilsen and Jo Proferes,Nez Perce Ephemera Box,The-Nimiipu-The-Nez-Perce-War-of-1877,,,,Birch Hill Books,Lewiston,2003,Coloring Book Two in a series of three that explain the Nez Perce history to children.,Chief Joseph; Nez Perce War; indian-white relationships; Old Chief Joseph; Treaties; Other Tribes; Ollokot; Yellow Wolf; Toohoolhoolzote; Archie Lawyer; James Reuben; White Bird; Looking Glass; Hoo Soos Khoot; horses; battlefields; wildlife;,,Nez Perce File Drawers 1-3,The-Nimiipu-The-Nez-Perce-War-of-1877,Nez Perce Ephemera,record,listing,eng,,
"“The Flight of the Nez Perce: through the Big Hole, Horse Prairie and Lemhi Valleys - 1877” and ""The Flight of the Nez Perce Through the Bitterroot Valley -1877.""",,Nez Perce Ephemera Box,-The-Flight-of-the-Nez-Perce-through-the-Big-Hole-Horse-Prairie-and-Lemhi-Valleys-1877-and-The-Flight-of-the-Nez-Perce-Through-the-Bitterroot-Valley-1877-,,,,"U.S. Forest Service, U.S. Department of Agriculture",,,"Twp auto tour pamphlets, describing the route and the events of the Nez Perce War in two areas: the Bitterroot Valley and the Big Hole-Horse Prairie- Lemhi Valley sections.",Nez Perce War; Treaties; Dawes Act; Chief Joseph; Chief Charlo; Bitterroot Salish Tribe; Looking Glass; Lone Bird; Wahlitits; Chief Hototo; Lean Elk; Poker Joe; Appaloosas;,,Nez Perce File Drawers 1-3,-The-Flight-of-the-Nez-Perce-through-the-Big-Hole-Horse-Prairie-and-Lemhi-Valleys-1877-and-The-Flight-of-the-Nez-Perce-Through-the-Bitterroot-Valley-1877-,Nez Perce Ephemera,record,listing,eng,,
Early Days News Account of Battle with Chief Joseph’s Warriors,,Nez Perce Ephemera Box,Early-Days-News-Account-of-Battle-with-Chief-Joseph-s-Warriors,,,,"East Oregonian Roundup Souvenir edition, page 15",,9/22/2016,"A reprint of a story from the weekly East Oregonian of June 23, 1877, reporting the killings of 29 settlers in Mount Idaho during the Nez Perce War.",Nez Perce War; Colonel Perry,,Nez Perce File Drawers 1-3,Early-Days-News-Account-of-Battle-with-Chief-Joseph-s-Warriors,Nez Perce Ephemera,record,listing,eng,,
Contributions to the Historical Society of Montana,S.G. Fisher,Nez Perce Ephemera Box,Contributions-to-the-Historical-Society-of-Montana,,,,"J.S. Canner & Company, Inc.; Volume I, page 269; CHP: “Journal of S G Fisher.” 
",Boston,1966,"The detailed notes of the chief of scouts of General Howard , between August 16, 1877 and September 17, 1877.",Nez Perce War; Indian scouts; Radersburg party; Yellowstone;.,,Nez Perce File Drawers 1-3,Contributions-to-the-Historical-Society-of-Montana,Nez Perce Ephemera,record,listing,eng,,
A Divided Command Doomed the Nez Perces,Helen Addison Howard,Nez Perce Ephemera Box,A-Divided-Command-Doomed-the-Nez-Perces,,,,"Frontier Times, Vol. 41, No. 5, page 16.",,9/1/1967,"Describes the issues that led to the Nez Perce War, including the theory that the leaders of the 5 Nez Perce bands were divided about strategy to escape the soldiers.",Chief Joseph; Old Chief Joseph; Other Tribes; Nez Perce War; Dreamer religion; Smoholla; Chief Looking Glass; chief whitebird; Chief Toohoolhoolzote; Olokot; Wahlitits; Swan Necklace; Red Moccasin Tops; Rainbow; Five Wounds; Yellow Wolf; Hush Hush Cute; Poker Joe; Lean Elk;,,Nez Perce File Drawers 1-3,A-Divided-Command-Doomed-the-Nez-Perces,Nez Perce Ephemera,record,listing,eng,,
Rambles in Wonderland,Edwin Stanley,Nez Perce Ephemera Box,Rambles-in-Wonderland,,,,"Frontier Times, Vol. 41, No. 5, page 10; CHP: ""Unlucky Excursionists in Yellowstone.""
",,9/1/1967,"An excerpt from a book on Yellowstone National Park, that describes in detail the travails of the Radersburg party and the Helena party who were touring the new National Park and became caught up in the Nez Perce War events inside the Park.",Radersburg party; White Bird; Looking Glass; Helena party,,Nez Perce File Drawers 1-3,Rambles-in-Wonderland,Nez Perce Ephemera,record,listing,eng,,
An Interview with Chief Joseph,,Nez Perce Ephemera Box,An-Interview-with-Chief-Joseph,,,,,,1890,"A 3-page description of an interview between Chief Joseph and Col. Gibbon, where he elicits from Chief Joseph a confirmation that the tribe did not leave Big Hole becasue they knoew that Howard was close by. Gibbon disliked newspaper dispatches that said his command would have been wiped out by the Nez Perce if General Howard had not been close behind and criticism for killing mostly women and children at Big Hole. Gibbon claims that Chief Joseph and Looking Glass returned to the Big Hole after the battle, but decided not to re-engage the soldiers there.",Nez Perce War; Big Hole; Chief Joseph; Chief Looking Glass;,,Nez Perce File Drawers 1-3,An-Interview-with-Chief-Joseph,Nez Perce Ephemera,record,listing,eng,,
Idaho Yesterdays,"Francis Haines, editor",Nez Perce Ephemera Box,Idaho-Yesterdays,,,,"Volume II, No. 1; CHP: ""The Skirmish at Cottonwood, A Previously Unplublished Eyewitness Account of an Engagment of the Nez Perce War.""
",,1958,A critical first-person account of the Cottonwood skirmish between the Nez Perce and local militia members.,Nez Perce War; Treaties; Chief Joseph; Cottonwood Skirmish,,Nez Perce File Drawers 1-3,Idaho-Yesterdays,Nez Perce Ephemera,record,listing,eng,,
The Duncan McDonald Paper,,Nez Perce Ephemera Box,The-Duncan-McDonald-Paper,,,,New NorthWest,,1878,"A rich collection of Duncan McDonald's newspaper columns about the Nez Perce War, called ""The Nez Perce Sketches: the history of their troubles and the campaign of 1877."" These were given to Alvin Josephy by the Historical Society of Montana. Duncan, a relative of both Looking Glass and White Bird, carried stories in which he brought out facts and details from the view of the Nez Perce about events that led to, and were part of, The Nez Perce War.",Nez Perce War; Treaties; Indian beliefs; indian-white relationships; Nez Perce War Aftermath;Whitman; Chief Lawyer; Chief Looking Glass; chief whitebird; Poker Joe; Yellow Bull; Missionaries; Agent Monteith;,,Nez Perce File Drawers 1-3,The-Duncan-McDonald-Paper,Nez Perce Ephemera,record,listing,eng,,
The One Hundred Year Lie that Told The Truth: Chief Joseph's Surrender Speech as a Literary Text,George Venn,Nez Perce Ephemera Box,The-One-Hundred-Year-Lie-that-Told-The-Truth-Chief-Joseph-s-Surrender-Speech-as-a-Literary-Text,,,,,,10/5/1997,"An essay that caims Chief Joseph's famous speech at Bear Paw was not a verbatim transcript, but rather an embellished literary paragraph for Second Lieutenant C. E. S. Wood's use. Although his motives in this embellishment may have been his respect for Indians, it is unclear. There were at least seven versions of this speech that Lt. Wood wrote and discussed. Includes two letters to Alvin Josephy from the author and Josephy's notes as he critiqued the piece.",Nez Perce War; Bear Paw; Chief Joseph; C.E.S. Woods; Lucullis McWhorter; Too-hul-hul-soot; General Howard; Colonel Miles;,,Nez Perce File Drawers 1-3,The-One-Hundred-Year-Lie-that-Told-The-Truth-Chief-Joseph-s-Surrender-Speech-as-a-Literary-Text,Nez Perce Ephemera,record,listing,eng,,
"Making Things Right: The Work of the Umatilla Indian Crew of the Civilian Conservation Corps at Old Chief Joseph Cemetary, Wallowa Lake, Oregon, 1937-1942",Tom Hampson Associates,Nez Perce Ephemera Box,Making-Things-Right-The-Work-of-the-Umatilla-Indian-Crew-of-the-Civilian-Conservation-Corps-at-Old-Chief-Joseph-Cemetary-Wallowa-Lake-Oregon-1937-1942,,,,,,10/15/1998,"A report to the Nez Perce National Historical Park on the history of improvements to the Old Chief Joseph Cemetary, "" a story (that) is as much about reconciliation"" with the Nez Perce as it is about the actual work.",Old Chief Joseph; Young Chief Joseph; Lucullus McWhorter; Yellow Wolf; Peo Peop Tholekt; Grace Bartlett; Umatilla Indian CCC; AC Smith; Philip McFarland; Yellow Owl;,,Nez Perce File Drawers 1-3,Making-Things-Right-The-Work-of-the-Umatilla-Indian-Crew-of-the-Civilian-Conservation-Corps-at-Old-Chief-Joseph-Cemetary-Wallowa-Lake-Oregon-1937-1942,Nez Perce Ephemera,record,listing,eng,,
Last Survivor of Nez Perce Retreat Dies,,Nez Perce Ephemera Box,Last-Survivor-of-Nez-Perce-Retreat-Dies,,,,Wallowa County Chieftain,,8/19/1971,Brief description of the Nez Perce War in which Josiah Red Wolf was a child and the last survivor of the War.,Josiah Red Wolf; Chief Joseph; Chief Looking Glass; Nez Perce War;,,Nez Perce File Drawers 1-3,Last-Survivor-of-Nez-Perce-Retreat-Dies,Nez Perce Ephemera,record,listing,eng,,
Legacy of Survival,M. Woodbridge Williams,Nez Perce Ephemera Box,Legacy-of-Survival,,,,Westways,,9/1/1997,An essay about Josiah Red Wolf's life as the last survivor of War of 1877,Alpowa Band; Lewis and Clark; Chief Looking Glass; Nez Perce War; chief whitebird; Yellow Wolf; Josiah Red Wolf; Timothy,,Nez Perce File Drawers 1-3,Legacy-of-Survival,Nez Perce Ephemera,record,listing,eng,,
Stevens and Red Wolf Crossing,Ted Van Arsdol.,Nez Perce Ephemera Box,Stevens-and-Red-Wolf-Crossing,,,,,,,"An unpublished paper, accompanied by a news article, the official resolution, and letters of support for a bridge over the Snake River between Clarkston and Whitman County in Washington State that was renamed Red Wolf Crossing in 1979. The paper records the history of Governor Isaac Stevens leading a party across the river in this place in 1855.",Treaties; Alpowa Creek; Chief Lawyer; Camas; Josiah Red wolf; Chief Quillatose,,Nez Perce File Drawers 1-3,Stevens-and-Red-Wolf-Crossing,Nez Perce Ephemera,record,listing,eng,,
A collection of 6 notes written by U.S. military officers and Indian agents requesting safe passage for Chief Red Wolf in Oregon.,Various US Government officials,Nez Perce Ephemera Box,A-collection-of-6-notes-written-by-U-S-military-officers-and-Indian-agents-requesting-safe-passage-for-Chief-Red-Wolf-in-Oregon-,,,,,,1983,"All notes request safe passage for Red Wolf, who was considered friendly to White people.",Josiah Red Wolf,,Nez Perce File Drawers 1-3,A-collection-of-6-notes-written-by-U-S-military-officers-and-Indian-agents-requesting-safe-passage-for-Chief-Red-Wolf-in-Oregon-,Nez Perce Ephemera,record,listing,eng,,
Chief Looking Glass,John Evans,Nez Perce Ephemera Box,Chief-Looking-Glass,,,,,,4/12/1983,A brrief history of Loooking Glass and his role in the Nez Perce War.,Chief Looking Glass (AKA Apash Wayakaikt and Flint Necklace); Lewis and Clark; Benjamin Bonneville; Missionaries; Whitman mission; Governor Isaac Stevens; Treaties; White Bird; Nez Perce War; hudson's bay company; Lean Elk;,,Nez Perce File Drawers 1-3,Chief-Looking-Glass,Nez Perce Ephemera,record,listing,eng,,
The Illustrated Hisotry of SE Washington,"Frederick Shaver, Richard Steele & Arthur Rose",Nez Perce Ephemera Box,The-Illustrated-Hisotry-of-SE-Washington,,,,"Western Historical Publishing;
pp. 644-645",,1906,"A 3-page excerpt that provides a sketch of Chief Red Wolf and is wife, Te-ma.",Timothy; Red Wolf; Missionaries; Te-ma,,Nez Perce File Drawers 1-3,The-Illustrated-Hisotry-of-SE-Washington,Nez Perce Ephemera,record,listing,eng,,
"Wallówa, 10,000 Years and Counting",Mondo Jud Hart,Nez Perce Ephemera Box,Wall-wa-10-000-Years-and-Counting,,,,,,,,,,Nez Perce File Drawers 1-3,Wall-wa-10-000-Years-and-Counting,Nez Perce Ephemera,record,listing,eng,,
"Annual Tamkaliks Celebration, Wallowa, OR",,Nez Perce Ephemera Box,Annual-Tamkaliks-Celebration-Wallowa-OR,,,,,,1988,"Program brochures for Tamkaliks that include information on dances, tribal elders, Nez Perce history, and many photographs; 1988-1994, 1996, 2013, and 2019",Lewis and Clark; indian-white relationships; Treaties; Nez Perce War; Nez Perce Homeland,,Nez Perce File Drawers 1-3,Annual-Tamkaliks-Celebration-Wallowa-OR,Nez Perce Ephemera,record,listing,eng,,
"Nez Perce Treaties; 1855, 1863, and The Dawes Act of 1887",,Nez Perce Ephemera Box,Nez-Perce-Treaties-1855-1863-and-The-Dawes-Act-of-1887,,,,,,,The full wording of the two Nez Perce treaties and the Dawes Act.,Fish; Treaties; Churches; Schools; Allotment; Chief Timothy,,Nez Perce File Drawers 1-3,Nez-Perce-Treaties-1855-1863-and-The-Dawes-Act-of-1887,Nez Perce Ephemera,record,listing,eng,,
"Nez Perce Treaty, 1855; Treaty with the Nez Perce Indians, 9 June 1863",,Nez Perce Ephemera Box,Nez-Perce-Treaty-1855-Treaty-with-the-Nez-Perce-Indians-9-June-1863,,,,Center for Columbia River History,,,"The treaties, published by a consrtium of two universities and the Washington State Historical Society.",Treaties; indian-white relationships,,Nez Perce File Drawers 1-3,Nez-Perce-Treaty-1855-Treaty-with-the-Nez-Perce-Indians-9-June-1863,Nez Perce Ephemera,record,listing,eng,,
The Treaty of 1855 Has Not Been Lived Up to and We Have No Faith That This Will Be Lived up to: The 1867 Nez Perce Treaty Council,"Donna Smith, Editor",Nez Perce Ephemera Box,The-Treaty-of-1855-Has-Not-Been-Lived-Up-to-and-We-Have-No-Faith-That-This-Will-Be-Lived-up-to-The-1867-Nez-Perce-Treaty-Council,,,,University of Idaho,,2001,"A selected series of government reports between 1864 and 1867, revealing the poor treatment of the Nez Perce in the treaty making of 1863, ""a display of both national and territorial government at their worst."" This treatment includes stolen money and supplies intended for the Indians, no transparency about the language of the 1863 treaty, violations of the treaty and other indignities. Includes a letter to Alvin Josephy from Dennis Baird, July 2001.",1855 Treaty; 1863 Treaty; Broken promises;,,Nez Perce File Drawers 1-3,The-Treaty-of-1855-Has-Not-Been-Lived-Up-to-and-We-Have-No-Faith-That-This-Will-Be-Lived-up-to-The-1867-Nez-Perce-Treaty-Council,Nez Perce Ephemera,record,listing,eng,,
The Invalidity of the Nez Perce Treaty of 1863 and the Taking of the Wallowa Valley,John K. Flanagan,Nez Perce Ephemera Box,The-Invalidity-of-the-Nez-Perce-Treaty-of-1863-and-the-Taking-of-the-Wallowa-Valley,,,,"American Indian Law Review, Volume 24, Number 1, p. 74; ",University of Oklahoma College of Law Digital Commons,1/1/1999,"The legal history of the 1941 court case the Nez Perce brought to try to overturn the 1863 ""Thief Treaty,"" and the changes in tribal political structure caused by White insistence on the designation of one ""Principle Chief"" of the Nez Perce. Includes the legal arguments for claiming that the 1863 Treaty is invalid.",Treaties; Chief Lawyer; Chief Joseph; indian-white relationships; Leadership structure; Ollokot; Missionaries; Old Chief Joseph; 1863 Treaty; Executive Order 1873;,,Nez Perce File Drawers 1-3,The-Invalidity-of-the-Nez-Perce-Treaty-of-1863-and-the-Taking-of-the-Wallowa-Valley,Nez Perce Ephemera,record,listing,eng,,
